title,year,date,url,comments,cats
"The Star-Revue speaks to Pete Morales, interview by Amanda Decker",2014,Jul 16th,http://www.star-revue.com/the-star-revue-speaks-to-pete-morales-interview-by-amanda-decker/,,"['Feature Story', 'Red Hook History']"
"The Star-Revue speaks to a Red Hook Old-Timer,  interview by Amanda Decker",2014,Jul 9th,http://www.star-revue.com/the-star-revue-speaks-to-a-red-hook-old-timer-interview-by-amanda-decker/,6,['Uncategorized']
"The Vultures after LICH, by Kimberly Gail Price",2013,May 8th,http://www.star-revue.com/the-vultures-after-lich-by-kimberly-gail-price/,9,['LICH']
The best NYCHA meeting ever! by George Fiala,2016,Feb 9th,http://www.star-revue.com/best-nycha-meeting-ever-george-fiala/,1,"['NYCHA', 'Sandy Related']"
"The bookstore on Pioneer Street gets bigger, by Matt Caprioli",2018,Jan 23rd,http://www.star-revue.com/bookstore-pioneer-street-gets-bigger-matt-caprioli/,1,['Pioneer Books']
The history of Good Shepherd in Red Hook,2018,Jan 10th,http://www.star-revue.com/5216-2/,,['Good Shepherd']
"The importance of participation, by Mark Shames",2015,Oct 19th,http://www.star-revue.com/the-importance-of-participation-by-mark-shames/,,['Uncategorized']
"The story behind Van Brunt’s Penninsula Gallery, by Alexandra K. Corbin",2015,May 3rd,http://www.star-revue.com/the-story-behind-van-brunts-penninsula-gallery-by-alexandra-k-corbin/,,['Arts']
"The story behind the Clement Garage,  by Clarissa Sauter",2014,Aug 4th,http://www.star-revue.com/story-behind-clement-garage-clarissa-sauter/,,"['Feature Story', 'History']"
The “gamification” of rehab,2019,Apr 1st,http://www.star-revue.com/the-gamification-of-rehab/,1,['Sunset Park']
"Theater Review: Heights Players production shines,  by Kimberly Gail Price",2014,Mar 9th,http://www.star-revue.com/theater-review-heights-players-production-shines-by-kimberly-gail-price/,,"['Arts', 'Kimberly Gail Price', 'Theater']"
Theater of the Liberated Visits Red Hook. Story and photos by Brett Yates,2018,Nov 16th,http://www.star-revue.com/theater-of-the-liberated-visits-red-hook-story-and-photos-by-brett-yates/,,"['Carlos Menchaca', 'News', 'NYCHA', 'Red Hook Library', 'Theater']"
"Theater of the Oppressed focuses on Hostile High School experiences, by Nathan Weiser",2018,Dec 4th,http://www.star-revue.com/theater-of-the-oppressed-focuses-on-hostile-high-school-experiences-by-nathan-weiser/,,"['Local Issues - Red Hook', 'Pioneer Works', 'Red Hook Justice Center', 'Theater']"
"Theatre: Falconworks’  Production of Enemy of the People, by Brian Clancy",2013,Jun 10th,http://www.star-revue.com/theatre-falconworks-production-of-enemy-of-the-people-by-brian-clancy/,,['Theater']
There are plenty of neighborhood passes to the Allianz E-Village available,2018,Jul 6th,http://www.star-revue.com/plenty-neighborhood-passes-allianz-e-village-available/,,['Formula E']
"There is a new private school in Red Hook, by Mary Staub",2016,Mar 4th,http://www.star-revue.com/3138-2/,4,['Editorials']
Things to do this October,2018,Oct 1st,http://www.star-revue.com/things-to-do-this-october/,,['Arts']
This Friday: Court Tree Collective presents the paintings of Morton Lichter,2018,Nov 7th,http://www.star-revue.com/tonight-court-tree-collective-presents-paintings-morton-lichter/,,"['Arts', 'Music']"
This editorial is not really about the BASIS school,2014,Feb 5th,http://www.star-revue.com/this-editorial-is-not-really-about-the-basis-school/,3,"['Editorials', 'Uncategorized']"
"Thor Equities’ vacant Richards Street site  keeps Red Hook in suspense, by Sarah Matusek",2017,Jul 3rd,http://www.star-revue.com/thor-equities-vacant-richards-street-site-keeps-red-hook-suspense-sarah-matusek/,,"['Real Estate', 'Waterfront']"
"Three Red Hook non-profits are finalists in inaugural SPARK prize, by Red Hook Star-Revue staff",2016,Nov 24th,http://www.star-revue.com/three-red-hook-non-profits-finalists-inaugural-spark-prize-red-hook-star-revue-staff/,,"['Court System', 'Crime', 'Red Hook Justice Center', 'Red Hook Non Profits']"
"Tiki Barber comes to Red Hook, by Nathan Weiser",2019,Jan 30th,http://www.star-revue.com/tiki-barber-comes-to-red-hook-by-nathan-weiser/,,"['PS 676', 'Sports']"
Tiny Star-Revue tops other Brooklyn papers in statewide newspaper contest,2018,May 17th,http://www.star-revue.com/tiny-star-revue-tops-brooklyn-papers-statewide-newspaper-contest/,,['Red Hook Star-Revue']
"Tony Sterling’s alleged killers in custody, by George Fiala",2014,Dec 13th,http://www.star-revue.com/tony-sterlings-alleged-killers-custody-george-fiala/,25,"['Police', 'Red Hook Houses']"
"Tony the Sculptor, by Alexandra Corbin",2014,Aug 7th,http://www.star-revue.com/tony-sculptor-alexandra-corbin/,,"['Arts', 'Feature Story']"
"Too much grit for the neighbors, by Nathan Weiser",2018,Feb 16th,http://www.star-revue.com/much-grit-neighbors/,,"['Beard Street', 'Environment', 'Land Use']"
Touring Atlantic Avenue with Steve Farber,2018,Aug 24th,http://www.star-revue.com/atlantic-avenue/,1,['Blog']
"Trash Talk at She-Weld, by Noah Phillips",2017,Mar 10th,http://www.star-revue.com/trash-talk-weld-noah-phillips/,,"['Carlos Menchaca', 'Community Organizations', 'Garbage', 'Manufacturing', 'Red Hook Manufacturing']"
Triangle Smell Follow-up,2014,Oct 28th,http://www.star-revue.com/triangle-smell-follow/,,['Local Issues - Red Hook']
"Trucking the topic at Civic Association, by George Fiala",2018,Dec 4th,http://www.star-revue.com/trucking-the-topic-at-civic-association-by-george-fiala/,,['Civic']
Trucks Worry Civic Association,2019,Mar 9th,http://www.star-revue.com/trucks-worry-civic-association/,,"['76th Precinct', 'Civic', 'Local Issues - Red Hook', 'Red Hook', 'Transportation', 'Trucks']"
"Trucks, streets and lighting are big issues at NCO police meeting",2018,Jun 14th,http://www.star-revue.com/trucks-streets-lighting-big-issues-nco-police-meeting/,,['76th Precinct']
"Trump and China, by Richard D. Wolff",2019,May 16th,http://www.star-revue.com/trump-and-china-by-richard-d-wolff/,1,"['Column', 'Donald Trump', 'Economics']"
"Trump is Right – repeal the filibuster tomorrow, by Michael Racioppo",2017,Aug 16th,http://www.star-revue.com/trump-right-repeal-filibuster-tomorrow-michael-racioppo/,,['Column']
"Try Rae’s First to close after a 32 year run, by Erin DeGregorio",2018,Dec 4th,http://www.star-revue.com/try-raes-first-to-close-after-a-32-year-run-by-erin-degregorio/,3,"['Court Street', 'Red Hook Stories']"
Tuffy Tiger’s Family Festival is Coming to Park Slope,2019,Apr 4th,http://www.star-revue.com/tuffy-tigers-family-festival-is-coming-to-park-slope/,,"['Entertainment', 'Kids']"
"Tunnel bombshell at Superfund meeting, by  Erin DeGregorio | Superfund",2018,Nov 30th,http://www.star-revue.com/tunnel-bombshell-at-superfund-meeting-by-erin-degregorio/,2,"['Environment', 'Gowanus Canal']"
"Two barges find creative reuse on the Brooklyn waterfront, photos and text by Ramaa Reddy Raghavan",2017,Nov 16th,http://www.star-revue.com/two-barges-find-creative-reuse-brooklyn-waterfront-photos-text-ramaa-reddy-raghavan/,,"['Feature Story', 'Waterfront']"
Uhuru Design’s Red Hook Roots and History,2019,Feb 1st,http://www.star-revue.com/uhuru-designs-red-hook-roots-and-history/,,['Red Hook']
"Understanding FEMA’s new flood maps, by Stacie Nieves",2013,Jul 5th,http://www.star-revue.com/understanding-femas-new-flood-maps-by-stacie-nieves/,,['Sandy Related']
"Update on BASIS Independent School in Red Hook, by George Fiala",2013,Dec 23rd,http://www.star-revue.com/update-on-basis-independent-school-in-red-hook-by-george-fiala/,5,"['Education', 'Real Estate']"
Updated – UPK application period extended,2014,Aug 25th,http://www.star-revue.com/menchaca-press-release-re-upk-spots-district-15/,,"['Carlos Menchaca', 'Education']"
Urban Recovery: The Most Recent Neighbor in Red Hook,2019,Apr 4th,http://www.star-revue.com/urban-recovery-the-most-recent-neighbor-in-red-hook/,,['New Businesses']
"Urban Waste to be Removed from the Gowanus Canal, by Nicole Rothwell",2016,Oct 18th,http://www.star-revue.com/urban-waste-removed-gowanus-canal-nicole-rothwell/,,"['Environment', 'Gowanus Canal']"
Valentine Day Weekend outings,2015,Feb 12th,http://www.star-revue.com/valentine-day-weekend-outings/,,['Holidays']
"Valentine’s Special: Local couples on life and love, by Emily Kluver",2017,Feb 13th,http://www.star-revue.com/local-couples-life-love-emily-kluver/,,['Feature Story']
Valentino Pier community meeting,2014,Sep 2nd,http://www.star-revue.com/valentino-pier-community-meeting/,,"['Parks', 'Valentino Pier']"
"Valentino Pier repaving to go on as planned, by George Fiala",2014,Sep 18th,http://www.star-revue.com/valentino-pier-repaving-go-planned-george-fiala/,1,"['Carlos Menchaca', 'Valentino Pier']"
"Valentino Update, by George Fiala",2014,Sep 25th,http://www.star-revue.com/valentino-update-george-fiala/,,"['Parks', 'Valentino Pier']"
"Van Brunt’s new martial arts academy opens tomorrow, by Nathan Weiser",2017,Sep 8th,http://www.star-revue.com/van-brunts-new-martial-arts-academy-opens-tomorrow-nathan-weiser/,,['Van Brunt Street']
"Van Gogh ear found in Red Hook, by Hobbert Ruse",2014,Apr 1st,http://www.star-revue.com/van-gogh-ear-found-in-red-hook-by-hobbert-ruse/,,"['Arts', 'Satire', 'Spoof']"
Vegan Food Is Like Butter at Sans,2019,Mar 7th,http://www.star-revue.com/vegan-food-is-like-butter-at-sans/,,['Food']
Vera Iliatova’s Women in Movement,2019,Apr 7th,http://www.star-revue.com/vera-iliatovas-women-in-movement/,,['Arts']
Veronica Chambers at Patrick F. Daly Magnet School for the Arts,2019,Apr 4th,http://www.star-revue.com/veronica-chambers-at-patrick-f-daly-magnet-school-for-the-arts/,,['Books']
Visiting Canadians Study Red Hook Architecture,2018,Apr 12th,http://www.star-revue.com/visiting-canadians-study-red-hook-architecture/,1,['Arts']
Vote your disapproval of the EPA plan for Red Hook – Editorial,2013,Mar 26th,http://www.star-revue.com/vote-your-disapproval-of-the-epa-plan-for-red-hook-editorial/,2,['Editorials']
Voting for Participatory Budgeting Started March 30,2019,Apr 4th,http://www.star-revue.com/voting-for-participatory-budgeting-started-march-30/,,['Uncategorized']
"Walt Whitman at Barge Museum, by Noah Phillips",2017,Jun 7th,http://www.star-revue.com/walt-whitman-barge-museum-noah-phillips/,,"['Arts', 'Waterfront']"
"Warm turnout on chilly evening for the Civic Association,  by George Fiala",2019,Jan 31st,http://www.star-revue.com/warm-turnout-on-chilly-evening-for-the-civic-association-by-george-fiala/,,"['76th Precinct', 'Civic', 'Social Service']"
We Are the Change: A Neighborhood and Its Nonprofit,2018,Nov 19th,http://www.star-revue.com/we-are-the-change-a-neighborhood-and-its-nonprofit-by-brett-yates/,,['Red Hook Initiative']
"Welcome to Red Hook’s Music and Art Festival,  by Kimberly Gail Price",2015,Jul 23rd,http://www.star-revue.com/welcome-to-red-hooks-music-and-art-festival-by-kimberly-gail-price/,,['Celebrating Red Hook']
What happened to the ball field cleanup?,2019,Mar 7th,http://www.star-revue.com/what-happened-to-the-ball-field-cleanup/,,"['Red Hook', 'Red Hook Parks']"
What to check out this weekend at Pioneer Books,2019,Jan 12th,http://www.star-revue.com/what-to-check-out-this-weekend-at-pioneer-books/,,"['Arts', 'Books', 'Pioneer Books']"
What will Trump Mean for Red Hook? by the Red Hook Star-Revue Staff,2016,Nov 23rd,http://www.star-revue.com/will-trump-mean-red-hook-red-hook-star-revue-staff/,3,"['Election Coverage', 'Environment', 'Health', 'Local Issues - Red Hook']"
When Will Red Hook Get Its Flood Protection?,2018,Oct 12th,http://www.star-revue.com/will-red-hook-get-flood-protection/,,"['News', 'Sandy Related']"
"When law is upended by a loophole, by George Fiala",2015,Aug 7th,http://www.star-revue.com/when-law-is-upended-by-a-loophole-by-george-fiala/,1,"['Brad Lander', 'Cobble Hill', 'LICH']"
"Who was Sol Goldman, anyway? An introduction to Red Hook’s Rec Center, by Nathan Weiser",2016,Dec 12th,http://www.star-revue.com/sol-goldman-anyway-introduction-red-hooks-rec-center-nathan-weiser/,,"['Community Organizations', 'Health']"
Why is NYC delaying Gowanus Canal cleanup? by George Fiala,2016,Mar 6th,http://www.star-revue.com/why-is-nyc-delaying-gowanus-canal-cleanup-by-george-fiala/,4,"['Gowanus Canal', 'Politics']"
"Why vote for Menchaca/Why vote for Gonzalez, by the candidates for DC 38 City Council",2013,Sep 6th,http://www.star-revue.com/why-vote-for-menchacawhy-vote-for-gonzalez-by-the-candidates-for-dc-38-city-council/,,['Politics']
Will a 9 story nursing home become Pioneer Work’s future neighbor? by George Fiala,2015,Jun 26th,http://www.star-revue.com/will-a-9-story-nursing-home-be-pioneerworks-future-neighbor-by-george-fiala/,1,"['Carlos Menchaca', 'Local Issues - Red Hook', 'Real Estate']"
"With camaraderie, Red Hook can only continue to improve, by Lazarus Jackson",2016,Jun 20th,http://www.star-revue.com/camaraderie-red-hook-can-continue-improve-lazarus-jackson/,,"['Red Hook History', 'Red Hook Houses']"
"Works in progress, by Mark Shames",2015,May 4th,http://www.star-revue.com/works-in-progress-by-mark-shames/,,['Column']
Yi Xin Tong Finds His Inner Animal,2019,Apr 4th,http://www.star-revue.com/yi-xin-tong-finds-his-inner-animal/,,['Uncategorized']
Your Complete 2017 Fitness Guide,2017,Jan 11th,http://www.star-revue.com/complete-2017-fitness-guide/,,"['Community Organizations', 'Health']"
"magic in the g-rain terminal, by Lumbago DiStefano",2017,Apr 1st,http://www.star-revue.com/magic-g-rain-terminal-lumbago-distefano/,,['Blue Pencil Lunar-Revue']
‘Pay No Attention to the Girl’ at Target Margin,2018,May 11th,http://www.star-revue.com/pay-no-attention-girl-target-marginth/,,['Theater']
"“A Legal and Moral Responsibility” to set LICH right, by George Fiala",2013,Aug 20th,http://www.star-revue.com/a-legal-and-moral-responsibility-to-set-lich-right-by-george-fiala/,1,"['LICH', 'Uncategorized']"
“Capernaum” takes you places…,2019,May 8th,http://www.star-revue.com/capernaum-takes-you-places/,0,['Film']
“She Hates Coffee” is Weak Tea ,2019,Mar 9th,http://www.star-revue.com/she-hates-coffee-is-weak-tea/,,['Theater']
"“White Man on a Pedestal” at Pioneer Works, by Matt Caprioli",2017,Dec 13th,http://www.star-revue.com/white-man-pedestal-pioneer-works-matt-caprioli/,1,['Arts']
